,date,best ask,best bid,mid price,signal,month,day,am/pm,hour
113,2020-01-01 08:55:18 PM,7217.01,7101.01,7159.01,1,01,01,PM,08
114,2020-01-01 09:05:36 PM,7216.48,7104.36,7160.42,1,01,01,PM,09
115,2020-01-01 09:16:04 PM,7216.27,7104.0,7160.135,0,01,01,PM,09
116,2020-01-01 09:25:27 PM,7216.23,7105.38,7160.805,1,01,01,PM,09
117,2020-01-01 09:35:19 PM,7212.02,7105.0,7158.51,-1,01,01,PM,09
118,2020-01-01 09:45:43 PM,7212.75,7095.0,7153.875,-1,01,01,PM,09
119,2020-01-01 09:55:17 PM,7214.89,7098.39,7156.64,1,01,01,PM,09
120,2020-01-01 10:05:43 PM,7203.46,7098.39,7150.925,-1,01,01,PM,10
121,2020-01-01 10:16:05 PM,7206.85,7101.01,7153.93,1,01,01,PM,10
122,2020-01-01 10:25:32 PM,7199.96,7098.39,7149.175,-1,01,01,PM,10
123,2020-01-01 10:35:23 PM,7191.04,7099.47,7145.255,-1,01,01,PM,10
124,2020-01-01 10:45:51 PM,7174.46,7097.5,7135.98,-1,01,01,PM,10
125,2020-01-01 10:55:18 PM,7180.39,7085.18,7132.785,-1,01,01,PM,10
126,2020-01-01 11:05:39 PM,7169.59,7090.01,7129.8,-1,01,01,PM,11
127,2020-01-01 11:15:46 PM,7163.31,7088.0,7125.655000000002,-1,01,01,PM,11
128,2020-01-01 11:25:22 PM,7164.27,7090.0,7127.135,1,01,01,PM,11
129,2020-01-01 11:35:20 PM,7167.46,7092.5,7129.98,1,01,01,PM,11
130,2020-01-01 11:45:42 PM,7172.31,7095.0,7133.655000000002,1,01,01,PM,11
131,2020-01-01 11:55:25 PM,7178.13,7095.0,7136.565000000001,1,01,01,PM,11
132,2020-01-02 12:06:13 AM,7169.38,7093.98,7131.68,-1,01,02,AM,12
133,2020-01-02 01:25:39 AM,7174.31,7093.98,7134.145,1,01,02,AM,01
134,2020-01-02 02:25:35 AM,7137.04,7066.0,7101.52,-1,01,02,AM,02
135,2020-01-02 02:35:22 AM,7135.45,7066.01,7100.73,-1,01,02,AM,02
136,2020-01-02 02:45:42 AM,7143.67,7072.5,7108.085,1,01,02,AM,02
137,2020-01-02 02:55:18 AM,7140.9,7062.5,7101.7,-1,01,02,AM,02
138,2020-01-02 03:05:43 AM,7134.06,7070.0,7102.030000000002,0,01,02,AM,03
139,2020-01-02 03:15:54 AM,7130.28,7066.0,7098.1399999999985,-1,01,02,AM,03
140,2020-01-02 03:25:30 AM,7137.0,7070.0,7103.5,1,01,02,AM,03
141,2020-01-02 03:35:21 AM,7135.01,7068.69,7101.85,-1,01,02,AM,03
142,2020-01-02 03:45:43 AM,7121.17,7062.0,7091.585,-1,01,02,AM,03
143,2020-01-02 03:55:21 AM,7104.99,7050.0,7077.495,-1,01,02,AM,03
144,2020-01-02 04:05:57 AM,7121.42,7048.99,7085.205,1,01,02,AM,04
145,2020-01-02 04:16:16 AM,7120.01,7049.41,7084.71,0,01,02,AM,04
146,2020-01-02 04:25:34 AM,7124.93,7056.0,7090.465,1,01,02,AM,04
147,2020-01-02 04:35:35 AM,7113.99,7049.41,7081.7,-1,01,02,AM,04
148,2020-01-02 04:46:01 AM,7117.11,7051.98,7084.545,1,01,02,AM,04
149,2020-01-02 04:55:24 AM,7117.97,7054.68,7086.325000000002,1,01,02,AM,04
150,2020-01-02 05:05:48 AM,7105.44,7049.41,7077.424999999998,-1,01,02,AM,05
151,2020-01-02 05:16:00 AM,7119.86,7056.0,7087.93,1,01,02,AM,05
152,2020-01-02 05:25:38 AM,7116.22,7051.98,7084.1,-1,01,02,AM,05
153,2020-01-02 05:35:34 AM,7120.54,7054.68,7087.6100000000015,1,01,02,AM,05
154,2020-01-02 05:45:54 AM,7116.22,7049.41,7082.815000000001,-1,01,02,AM,05
155,2020-01-02 05:55:31 AM,7105.01,7048.99,7077.0,-1,01,02,AM,05
156,2020-01-02 06:05:57 AM,7114.02,7050.0,7082.01,1,01,02,AM,06
157,2020-01-02 06:16:01 AM,7111.45,7049.41,7080.43,-1,01,02,AM,06
158,2020-01-02 06:25:35 AM,7113.69,7049.87,7081.78,1,01,02,AM,06
159,2020-01-02 06:35:33 AM,7118.65,7050.0,7084.325,1,01,02,AM,06
160,2020-01-02 06:46:07 AM,7110.07,7049.87,7079.969999999998,-1,01,02,AM,06
161,2020-01-02 06:57:28 AM,7097.0,7047.5,7072.25,-1,01,02,AM,06
162,2020-01-02 07:05:48 AM,7097.04,7045.57,7071.305,-1,01,02,AM,07
163,2020-01-02 07:15:54 AM,7093.01,7044.92,7068.965,-1,01,02,AM,07
164,2020-01-02 07:25:36 AM,7082.52,7034.75,7058.635,-1,01,02,AM,07
165,2020-01-02 07:35:27 AM,7090.18,7037.78,7063.98,1,01,02,AM,07
166,2020-01-02 07:45:45 AM,7095.21,7039.54,7067.375,1,01,02,AM,07
167,2020-01-02 07:55:19 AM,7089.29,7039.34,7064.315000000001,-1,01,02,AM,07
168,2020-01-02 08:05:40 AM,7096.97,7039.54,7068.255,1,01,02,AM,08
169,2020-01-02 08:15:57 AM,7114.35,7042.0,7078.175,1,01,02,AM,08
170,2020-01-02 08:25:27 AM,7112.3,7041.58,7076.940000000001,-1,01,02,AM,08
171,2020-01-02 08:35:25 AM,7114.59,7044.51,7079.55,1,01,02,AM,08
172,2020-01-02 08:45:48 AM,7121.61,7044.17,7082.8899999999985,1,01,02,AM,08
173,2020-01-02 08:55:20 AM,7126.37,7045.57,7085.969999999998,1,01,02,AM,08
174,2020-01-02 09:05:50 AM,7125.71,7045.57,7085.6399999999985,0,01,02,AM,09
175,2020-01-02 09:16:10 AM,7122.0,7045.0,7083.5,-1,01,02,AM,09
176,2020-01-02 09:25:32 AM,7123.8,7045.57,7084.685,1,01,02,AM,09
177,2020-01-02 09:35:33 AM,7113.12,7045.57,7079.344999999998,-1,01,02,AM,09
178,2020-01-02 09:45:49 AM,7118.02,7045.57,7081.795,1,01,02,AM,09
179,2020-01-02 09:55:22 AM,7125.97,7045.92,7085.945,1,01,02,AM,09
180,2020-01-02 10:05:47 AM,7134.6,7046.74,7090.67,1,01,02,AM,10
181,2020-01-02 10:15:58 AM,7144.32,7049.41,7096.865,1,01,02,AM,10
182,2020-01-02 10:25:26 AM,7150.0,7050.0,7100.0,1,01,02,AM,10
183,2020-01-02 10:35:19 AM,7148.81,7048.99,7098.9,-1,01,02,AM,10
184,2020-01-02 10:45:46 AM,7139.82,7047.4,7093.61,-1,01,02,AM,10
185,2020-01-02 10:55:19 AM,7140.4,7045.64,7093.02,-1,01,02,AM,10
186,2020-01-02 11:05:40 AM,7141.18,7045.64,7093.41,0,01,02,AM,11
187,2020-01-02 11:15:50 AM,7142.12,7045.92,7094.02,1,01,02,AM,11
188,2020-01-02 11:25:29 AM,7129.48,7045.57,7087.525,-1,01,02,AM,11
189,2020-01-02 11:35:24 AM,7129.0,7045.64,7087.32,0,01,02,AM,11
190,2020-01-02 11:45:40 AM,7126.77,7045.92,7086.345,-1,01,02,AM,11
191,2020-01-02 11:55:23 AM,7125.82,7045.64,7085.73,-1,01,02,AM,11
192,2020-01-02 12:05:45 PM,7132.54,7045.92,7089.23,1,01,02,PM,12
193,2020-01-02 12:15:49 PM,7140.32,7048.0,7094.16,1,01,02,PM,12
194,2020-01-02 12:25:28 PM,7127.37,7048.0,7087.685,-1,01,02,PM,12
195,2020-01-02 12:35:27 PM,7129.68,7047.5,7088.59,1,01,02,PM,12
196,2020-01-02 12:45:47 PM,7124.37,7045.92,7085.145,-1,01,02,PM,12
197,2020-01-02 12:55:27 PM,7132.9,7048.0,7090.45,1,01,02,PM,12
198,2020-01-02 01:05:35 PM,7136.33,7045.64,7090.9850000000015,1,01,02,PM,01
199,2020-01-02 01:15:44 PM,7131.59,7048.0,7089.795,-1,01,02,PM,01
200,2020-01-02 01:25:28 PM,7133.82,7048.99,7091.405,1,01,02,PM,01
201,2020-01-02 01:35:21 PM,7094.24,7040.14,7067.190000000001,-1,01,02,PM,01
202,2020-01-02 01:45:39 PM,7100.79,7043.61,7072.2,1,01,02,PM,01
203,2020-01-02 01:55:17 PM,7104.16,7039.34,7071.75,0,01,02,PM,01
204,2020-01-02 02:05:40 PM,7107.75,7041.58,7074.665,1,01,02,PM,02
205,2020-01-02 02:15:51 PM,7106.48,7045.0,7075.74,1,01,02,PM,02
206,2020-01-02 02:25:22 PM,7113.17,7045.57,7079.37,1,01,02,PM,02
207,2020-01-02 02:35:23 PM,7117.79,7045.64,7081.715,1,01,02,PM,02
208,2020-01-02 02:45:40 PM,7127.94,7045.0,7086.469999999998,1,01,02,PM,02
209,2020-01-02 02:55:16 PM,7119.45,7045.85,7082.65,-1,01,02,PM,02
210,2020-01-02 03:05:34 PM,7132.56,7049.87,7091.215,1,01,02,PM,03
211,2020-01-02 03:15:48 PM,7122.01,7047.5,7084.755,-1,01,02,PM,03
212,2020-01-02 03:25:25 PM,7109.35,7045.64,7077.495000000001,-1,01,02,PM,03
213,2020-01-02 03:35:22 PM,7110.03,7045.64,7077.835,0,01,02,PM,03
214,2020-01-02 03:45:38 PM,7111.39,7045.85,7078.620000000001,1,01,02,PM,03
215,2020-01-02 03:55:16 PM,7112.08,7045.64,7078.8600000000015,0,01,02,PM,03
216,2020-01-02 04:05:42 PM,7117.26,7047.4,7082.33,1,01,02,PM,04
217,2020-01-02 04:15:47 PM,7097.84,7039.88,7068.8600000000015,-1,01,02,PM,04
218,2020-01-02 04:25:23 PM,7097.73,7045.57,7071.65,1,01,02,PM,04
219,2020-01-02 04:35:19 PM,7100.0,7045.92,7072.96,1,01,02,PM,04
220,2020-01-02 04:45:39 PM,7090.66,7042.0,7066.33,-1,01,02,PM,04
221,2020-01-02 04:55:19 PM,7026.7,6976.67,7001.685,-1,01,02,PM,04
222,2020-01-02 05:05:36 PM,6960.59,6878.33,6919.46,-1,01,02,PM,05
223,2020-01-02 05:15:49 PM,6944.98,6880.84,6912.91,-1,01,02,PM,05
224,2020-01-02 05:25:21 PM,6924.03,6875.53,6899.78,-1,01,02,PM,05
225,2020-01-02 05:35:21 PM,6934.85,6882.16,6908.505,1,01,02,PM,05
226,2020-01-02 05:45:46 PM,6955.53,6884.89,6920.21,1,01,02,PM,05
227,2020-01-02 05:55:18 PM,6946.74,6885.02,6915.88,-1,01,02,PM,05
228,2020-01-02 06:05:38 PM,6930.01,6884.78,6907.395,-1,01,02,PM,06
229,2020-01-02 06:16:05 PM,6941.89,6884.71,6913.3,1,01,02,PM,06
230,2020-01-02 06:25:28 PM,6955.21,6888.57,6921.8899999999985,1,01,02,PM,06
231,2020-01-02 06:35:23 PM,6954.09,6887.64,6920.865,-1,01,02,PM,06
232,2020-01-02 06:45:43 PM,6955.55,6888.57,6922.06,1,01,02,PM,06
233,2020-01-02 06:55:20 PM,6966.11,6891.49,6928.799999999998,1,01,02,PM,06
234,2020-01-02 07:05:35 PM,6950.51,6886.48,6918.495,-1,01,02,PM,07
235,2020-01-02 07:15:55 PM,6961.22,6885.74,6923.48,1,01,02,PM,07
236,2020-01-02 07:25:26 PM,6956.11,6888.88,6922.495,-1,01,02,PM,07
237,2020-01-02 07:35:19 PM,6974.24,6889.59,6931.915,1,01,02,PM,07
238,2020-01-02 07:45:43 PM,6974.15,6890.0,6932.075,0,01,02,PM,07
239,2020-01-02 07:55:17 PM,6969.13,6889.59,6929.3600000000015,-1,01,02,PM,07
240,2020-01-02 08:05:37 PM,6955.3,6888.57,6921.935,-1,01,02,PM,08
241,2020-01-02 08:15:57 PM,6955.37,6888.88,6922.125,0,01,02,PM,08
242,2020-01-02 08:25:29 PM,6929.74,6885.0,6907.37,-1,01,02,PM,08
243,2020-01-02 08:35:20 PM,6942.93,6885.57,6914.25,1,01,02,PM,08
244,2020-01-02 08:45:45 PM,6941.75,6886.96,6914.355,0,01,02,PM,08
245,2020-01-02 08:55:18 PM,6940.45,6886.48,6913.465,-1,01,02,PM,08
246,2020-01-02 09:05:40 PM,6937.37,6886.24,6911.805,-1,01,02,PM,09
247,2020-01-02 09:16:17 PM,6939.38,6886.24,6912.81,1,01,02,PM,09
248,2020-01-02 09:25:30 PM,6935.54,6885.57,6910.555,-1,01,02,PM,09
249,2020-01-02 09:35:21 PM,6950.49,6886.58,6918.535,1,01,02,PM,09
250,2020-01-02 09:45:44 PM,6962.47,6888.57,6925.52,1,01,02,PM,09
251,2020-01-02 09:55:19 PM,6959.05,6887.27,6923.16,-1,01,02,PM,09
252,2020-01-02 10:05:46 PM,6959.11,6888.55,6923.83,1,01,02,PM,10
253,2020-01-02 10:16:08 PM,6949.98,6888.88,6919.43,-1,01,02,PM,10
254,2020-01-02 10:25:34 PM,6956.92,6890.0,6923.46,1,01,02,PM,10
255,2020-01-02 10:35:24 PM,6952.62,6887.64,6920.13,-1,01,02,PM,10
256,2020-01-02 10:45:49 PM,6952.63,6888.0,6920.315000000001,0,01,02,PM,10
257,2020-01-02 10:55:18 PM,6956.9,6890.01,6923.455,1,01,02,PM,10
258,2020-01-02 11:05:39 PM,6954.39,6889.63,6922.01,-1,01,02,PM,11
259,2020-01-02 11:15:58 PM,6948.25,6889.59,6918.92,-1,01,02,PM,11
260,2020-01-02 11:25:27 PM,6940.96,6887.74,6914.35,-1,01,02,PM,11
261,2020-01-02 11:35:20 PM,6947.01,6887.24,6917.125,1,01,02,PM,11
262,2020-01-02 11:45:49 PM,6946.69,6887.64,6917.165,0,01,02,PM,11
263,2020-01-02 11:55:26 PM,6946.86,6888.57,6917.715,1,01,02,PM,11
264,2020-01-03 12:06:30 AM,6933.04,6885.56,6909.3,-1,01,03,AM,12
265,2020-01-03 12:18:14 AM,6944.59,6890.26,6917.425,1,01,03,AM,12
266,2020-01-03 12:26:41 AM,6940.01,6888.55,6914.280000000002,-1,01,03,AM,12
267,2020-01-03 03:25:30 AM,6940.3,6855.64,6897.97,-1,01,03,AM,03
268,2020-01-03 03:35:24 AM,6930.56,6852.88,6891.72,-1,01,03,AM,03
269,2020-01-03 03:45:50 AM,6935.55,6855.0,6895.275,1,01,03,AM,03
270,2020-01-03 03:55:24 AM,6930.1,6853.91,6892.005,-1,01,03,AM,03
271,2020-01-03 04:06:05 AM,6962.03,6855.88,6908.955,1,01,03,AM,04
272,2020-01-03 04:16:11 AM,6969.83,6855.64,6912.7350000000015,1,01,03,AM,04
273,2020-01-03 04:25:40 AM,7004.92,6853.91,6929.415,1,01,03,AM,04
274,2020-01-03 04:35:42 AM,6993.81,6853.3,6923.555,-1,01,03,AM,04
275,2020-01-03 04:45:58 AM,7197.75,6847.5,7022.625,1,01,03,AM,04
276,2020-01-03 04:55:37 AM,7204.16,6852.47,7028.315000000001,1,01,03,AM,04
277,2020-01-03 05:05:47 AM,7214.26,6853.91,7034.085,1,01,03,AM,05
278,2020-01-03 05:16:07 AM,7176.6,6995.0,7085.8,1,01,03,AM,05
279,2020-01-03 05:25:39 AM,7173.28,7005.0,7089.1399999999985,1,01,03,AM,05
280,2020-01-03 05:35:47 AM,7173.79,7007.5,7090.645,1,01,03,AM,05
281,2020-01-03 05:45:54 AM,7171.95,7032.5,7102.225,1,01,03,AM,05
282,2020-01-03 05:55:27 AM,7197.16,7017.5,7107.33,1,01,03,AM,05
283,2020-01-03 06:05:51 AM,7199.02,7037.5,7118.26,1,01,03,AM,06
284,2020-01-03 06:16:05 AM,7192.02,7025.0,7108.51,-1,01,03,AM,06
285,2020-01-03 06:25:31 AM,7191.21,7025.0,7108.105,0,01,03,AM,06
286,2020-01-03 06:35:34 AM,7200.85,7026.02,7113.435,1,01,03,AM,06
287,2020-01-03 06:46:07 AM,7190.14,7042.5,7116.32,1,01,03,AM,06
288,2020-01-03 06:55:25 AM,7194.44,7027.5,7110.969999999998,-1,01,03,AM,06
289,2020-01-03 07:05:46 AM,7191.94,7015.0,7103.469999999998,-1,01,03,AM,07
290,2020-01-03 07:15:58 AM,7198.73,7022.5,7110.615,1,01,03,AM,07
291,2020-01-03 07:25:35 AM,7218.77,7035.0,7126.885,1,01,03,AM,07
292,2020-01-03 07:35:29 AM,7209.91,6997.5,7103.705,-1,01,03,AM,07
293,2020-01-03 07:45:52 AM,7210.13,7030.0,7120.065000000001,1,01,03,AM,07
294,2020-01-03 07:55:17 AM,7176.99,6995.0,7085.995,-1,01,03,AM,07
295,2020-01-03 08:05:39 AM,7197.71,6990.0,7093.855,1,01,03,AM,08
296,2020-01-03 08:15:52 AM,7208.44,6997.5,7102.969999999998,1,01,03,AM,08
297,2020-01-03 08:25:28 AM,7208.25,6990.0,7099.125,-1,01,03,AM,08
298,2020-01-03 08:35:30 AM,7211.27,6995.0,7103.135,1,01,03,AM,08
299,2020-01-03 08:45:49 AM,7276.38,6985.0,7130.690000000001,1,01,03,AM,08
300,2020-01-03 08:55:24 AM,7255.93,7002.89,7129.41,-1,01,03,AM,08
301,2020-01-03 09:05:56 AM,7270.17,7017.5,7143.835,1,01,03,AM,09
302,2020-01-03 09:16:05 AM,7306.56,7012.72,7159.64,1,01,03,AM,09
303,2020-01-03 09:25:36 AM,7287.68,7030.0,7158.84,-1,01,03,AM,09
304,2020-01-03 09:35:33 AM,7302.23,7035.0,7168.615,1,01,03,AM,09
305,2020-01-03 09:45:55 AM,7308.78,7040.0,7174.3899999999985,1,01,03,AM,09
306,2020-01-03 09:55:23 AM,7327.56,7030.0,7178.780000000002,1,01,03,AM,09
307,2020-01-03 10:05:58 AM,7321.54,7047.5,7184.52,1,01,03,AM,10
308,2020-01-03 10:15:59 AM,7347.14,7032.5,7189.82,1,01,03,AM,10
